Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2
alphaTub85E,-1.495125411,-0.895904928,#VALUE!,#VALUE!,-1.817053505,#VALUE!,#VALUE!,-2.105442188,#VALUE!,#VALUE!
Tm1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tm1,#VALUE!,#VALUE!,#VALUE!,1.264716569,#VALUE!,#VALUE!,#VALUE!,1.160920188,#VALUE!,#VALUE!
Cp19,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
LvpH,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sgs5,#VALUE!,-0.439891594,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ald,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.874586943,#VALUE!,#VALUE!
RpII140,-1.262295935,-0.664997036,#VALUE!,-0.936552282,-0.245351898,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ry,#VALUE!,#VALUE!,#VALUE!,-2.737061777,#VALUE!,#VALUE!,#VALUE!,-1.527408254,#VALUE!,#VALUE!
Fmrf,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Fas1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
tko,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Hsc70-2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.342099565,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
phl,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Aprt,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pp1-87B;Pp1-13C,#VALUE!,-1.47919057,#VALUE!,-0.658811228,-0.363326662,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RpS26,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.356310018,#VALUE!,#VALUE!,#VALUE!,#VALUE!
norpA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.840835858,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Atpalpha,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.002946104,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Appl,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Fas3,-0.527969804,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
gro,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
numb,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
BicD,-2.088101375,-1.957299637,-0.735571663,#VALUE!,-1.35184752,-0.050218569,-0.491246841,-0.663305288,#VALUE!,#VALUE!
Pka-C3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ttk,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
crn,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mus209,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Fps85D,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1-Dec,#VALUE!,#VALUE!,-2.357122867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.496061076,#VALUE!
Gld,-1.463310465,-0.95338322,#VALUE!,-0.443673594,-1.391720631,-0.657172215,#VALUE!,-0.525122714,#VALUE!,#VALUE!
sgg,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
anon-37Cs,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
arm,-0.564286073,-0.066653981,#VALUE!,-1.143117861,-0.253291675,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mt:ND1,-0.958196312,#VALUE!,#VALUE!,-0.541807008,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mt:ND3,#VALUE!,#VALUE!,-0.493824623,0.557777671,#VALUE!,#VALUE!,#VALUE!,0.086783766,#VALUE!,#VALUE!
mt:ND4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sxl,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
up,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
up,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pepck,-1.859456905,-1.644442404,#VALUE!,-0.807073624,-1.936773198,#VALUE!,#VALUE!,-0.399711214,#VALUE!,#VALUE!
v,#VALUE!,#VALUE!,-0.53545719,#VALUE!,#VALUE!,#VALUE!,-0.31708517,#VALUE!,#VALUE!,#VALUE!
G-ialpha65A,0.706994616,#VALUE!,-0.319711655,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Anp,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AnnIX,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AnnX,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ca-P60A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
bam,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cp16,#VALUE!,#VALUE!,#VALUE!,-1.714301874,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
gammaTub23C,1.593688409,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.754459974,#VALUE!
mts,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.144010303,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rdl,#VALUE!,#VALUE!,-0.297892159,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
UbcD6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Arf72A,#VALUE!,-0.243779423,0.311154315,0.475707495,#VALUE!,#VALUE!,-0.017402451,#VALUE!,#VALUE!,#VALUE!
pum,#VALUE!,-1.475655437,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
tud,-2.433857043,#VALUE!,#VALUE!,#VALUE!,0.772307975,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
eff,-1.07816763,-0.797563471,0.424814621,#VALUE!,-0.765743952,-1.301585915,1.320022479,#VALUE!,#VALUE!,#VALUE!
su(f),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Fur1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TfIIB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
csw,-0.716481172,#VALUE!,#VALUE!,#VALUE!,-1.821024088,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Itp-r83A,0.440314402,-0.772850415,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.211230778,#VALUE!
Top1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
dlg1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
dlg1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Gprk2,-1.203867439,-1.141652905,-1.624198749,-0.673761806,#VALUE!,#VALUE!,#VALUE!,-1.110292842,#VALUE!,#VALUE!
Gnf1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ptp99A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.251538767,#VALUE!,#VALUE!,#VALUE!
Ptp10D,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
wupA,1.590194793,1.770533078,0.266396773,0.64745267,1.237257771,1.053041807,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Def,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
cin,-1.173644732,-1.136759285,-2.422907185,#VALUE!,-1.281281101,#VALUE!,-1.855274875,-1.502137308,#VALUE!,#VALUE!
Bx42,-1.20889443,-1.033717206,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ph-p;ph-d,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
exd,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.035460894,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Arf102F,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Arf51F,0.326537348,1.099295204,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.380618638,#VALUE!,#VALUE!
TfIIFbeta,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1-Sep,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.813474088,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Moe,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
dhd,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TpnC47D,-3.033864895,-3.005434757,#VALUE!,#VALUE!,-2.7357158,-2.411195433,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CanB,0.282617721,#VALUE!,0.048654702,#VALUE!,0.601506363,#VALUE!,#VALUE!,0.010779839,#VALUE!,#VALUE!
CanA1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.616436701,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pp1alpha-96A,#VALUE!,0.269751322,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.779174784,#VALUE!,#VALUE!,#VALUE!
Eip63F-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.673738792,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pu,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
dia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Argk,-1.773984784,-1.473210021,-0.008261397,-0.238816868,-1.413922246,#VALUE!,#VALUE!,0.018918982,#VALUE!,#VALUE!
trpl,-1.305146545,-2.857155289,#VALUE!,#VALUE!,-0.921991414,-2.804904423,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mnb,-2.599287209,-1.067666648,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Taf6,#VALUE!,#VALUE!,#VALUE!,-2.146243824,-0.100329374,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
cni,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Srp19,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.811244617,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ahcy89E,-2.217323052,-2.531406257,#VALUE!,#VALUE!,-1.058412871,#VALUE!,#VALUE!,-0.315540298,#VALUE!,#VALUE!
dsh,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.096406361,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
hyd,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pfk,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TfIIA-L,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
alpha-Man-I,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.119055929,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mlp60A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
a5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pbprp5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.29251674,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
g,-1.941032447,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mtSSB,#VALUE!,1.278222698,#VALUE!,#VALUE!,0.729792022,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pros54,-0.746688385,-0.357122867,#VALUE!,0.370387504,-0.582792877,#VALUE!,#VALUE!,0.778124452,#VALUE!,#VALUE!
faf,-2.681122099,-1.581648112,-1.846895108,#VALUE!,-1.371534337,-0.220193987,-1.492119118,-2.48754048,-1.598282166,#VALUE!
RpS3A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
betaTub85D,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
140up,#VALUE!,0.378289653,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.645609441,#VALUE!,#VALUE!,#VALUE!
CG7740,-1.123685413,0.425244442,#VALUE!,#VALUE!,-0.814488623,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lcp9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
wibg,#VALUE!,#VALUE!,#VALUE!,0.554834396,-0.987617262,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
primo-1,#VALUE!,#VALUE!,-0.806922178,0.236584458,#VALUE!,-0.146627061,-0.828716299,#VALUE!,-0.795283322,#VALUE!
Stim,-2.421901796,-1.476538409,-1.426431576,-1.416577195,-1.243181648,#VALUE!,#VALUE!,-1.74603493,#VALUE!,#VALUE!
Wsck,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.169411952,#VALUE!,#VALUE!,#VALUE!
Pi3K92E,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rh5,#VALUE!,#VALUE!,#VALUE!,-2.0864461,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mGluRA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SamDC,-1.649050214,-1.768911717,#VALUE!,#VALUE!,0.399444565,#VALUE!,-0.686080854,-0.724563785,#VALUE!,#VALUE!
14-3-3epsilon,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
14-3-3epsilon,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
14-3-3epsilon,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lcp65Ac,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.731009412,0.114367025,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lcp65Ab1,#VALUE!,#VALUE!,2.262643623,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lcp65Ag1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CaMKII,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.323497879,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
cpo,#VALUE!,0.41921526,#VALUE!,#VALUE!,0.272262125,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
r-l,-1.346554704,-1.342780747,#VALUE!,#VALUE!,-1.60397207,-1.38488508,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rbp1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
hts,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cpn,0.978488533,0.590338533,0.606252699,0.790855428,#VALUE!,#VALUE!,#VALUE!,0.303693088,#VALUE!,#VALUE!
cact,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.985530439,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
for,-2.242089214,#VALUE!,-1.852406745,-3.050621951,-0.981081018,#VALUE!,-1.984673714,-1.236877418,-1.247217161,#VALUE!
Dr,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
sas,-1.166340754,-0.771519902,#VALUE!,#VALUE!,-1.043735139,0.174534255,0.829443681,#VALUE!,0.230448976,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,-1.875301312,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Galpha73B,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ssrp,-0.883448929,-1.064826934,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SmB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TfIIFalpha,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.989066326,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Vm34Ca,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.574669609,#VALUE!,#VALUE!,#VALUE!
Arf84F,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ImpL2,#VALUE!,0.701415981,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
hig,#VALUE!,#VALUE!,#VALUE!,0.122076304,#VALUE!,#VALUE!,0.236339539,#VALUE!,#VALUE!,#VALUE!
fd68A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Hexo1,0.221815228,-0.893196094,#VALUE!,#VALUE!,#VALUE!,1.844747185,0.071899932,-0.505266955,#VALUE!,#VALUE!
MEP-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.541617996,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Vdup1,#VALUE!,#VALUE!,-0.35967523,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.201012194,#VALUE!,#VALUE!
,#VALUE!,-1.16236349,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
btv,#VALUE!,-0.324689891,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sema-1a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.432424977,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG17224-RB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.986101871,#VALUE!,#VALUE!
Hil,-2.565587943,-2.320486121,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SRPK,-0.442085122,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
aPKC,-0.91365101,-0.937132259,-2.078868389,-2.215445764,-1.224148769,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dscam,-1.938818281,#VALUE!,#VALUE!,#VALUE!,-0.724635304,-1.70181093,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG40286-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
p120ctn,-2.044121836,-1.527117166,#VALUE!,#VALUE!,#VALUE!,0.571531198,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.521431947,-1.184850885,#VALUE!,#VALUE!,-1.341829656,-1.021980141,#VALUE!,0.138945498,#VALUE!,#VALUE!
Tao,-1.134540388,-0.240520289,-1.033864895,#VALUE!,-0.827077309,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pfrx,#VALUE!,-0.282982775,-0.92018842,-1.128692535,-0.00736207,#VALUE!,-1.537633517,-1.623398437,#VALUE!,#VALUE!
Myo10A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Imp,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG32699,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.307501383,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
sgg,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG13366-RB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
SP1029,-2.198063285,-2.02620507,#VALUE!,#VALUE!,-1.858410261,-2.602700837,#VALUE!,-2.270973722,-0.917297411,#VALUE!
,0.221691514,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mld,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG17271-RB,#VALUE!,#VALUE!,#VALUE!,0.798838544,#VALUE!,#VALUE!,#VALUE!,0.170437869,#VALUE!,#VALUE!
Mhcl,-2.244685096,-1.813093821,#VALUE!,#VALUE!,-2.043110692,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.385714194,#VALUE!,0.313478058,#VALUE!,#VALUE!,#VALUE!
mtd,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,-0.380840569,-1.296119676,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dap160,0.189919418,-0.212818315,0.09895848,0.215367972,#VALUE!,0.424169649,0.191941593,0.259302621,#VALUE!,#VALUE!
Myo61F,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.321333106,-0.286040302,#VALUE!,#VALUE!,#VALUE!,#VALUE!
qua,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
fliI,-2.927413953,#VALUE!,#VALUE!,#VALUE!,-2.900987639,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
anon-i1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
b,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Snr1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TH1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Stat92E,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Deaf1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
